DATE,WEEKDAY,EVENT,PRODUCT,QTY_ORDER
2015-09-12,FRI,"NO EVENT",P8,53
2015-09-12,FRI,"NO EVENT",P9,47
2015-09-13,SAT,"NO EVENT",P1,4
2015-09-13,SAT,"NO EVENT",P2,103
2015-09-13,SAT,"NO EVENT",P3,5
2015-09-13,SAT,"NO EVENT",P4,34
2015-09-13,SAT,"NO EVENT",P5,138
2015-09-13,SAT,"NO EVENT",P6,13
2015-09-13,SAT,"NO EVENT",P7,85
2015-09-13,SAT,"NO EVENT",P8,46
2015-09-13,SAT,"NO EVENT",P9,34
2015-09-14,SUN,"NO EVENT",P1,14
2015-09-14,SUN,"NO EVENT",P2,150
2015-09-14,SUN,"NO EVENT",P3,2
2015-09-14,SUN,"NO EVENT",P4,9
2015-09-14,SUN,"NO EVENT",P5,170
2015-09-14,SUN,"NO EVENT",P6,24
2015-09-14,SUN,"NO EVENT",P7,713
2015-09-14,SUN,"NO EVENT",P8,52
2015-09-14,SUN,"NO EVENT",P9,65
2015-09-15,MON,"NO EVENT",P1,24
2015-09-15,MON,"NO EVENT",P2,141
2015-09-15,MON,"NO EVENT",P3,7
2015-09-15,MON,"NO EVENT",P4,11
2015-09-15,MON,"NO EVENT",P5,48
2015-09-15,MON,"NO EVENT",P6,14
2015-09-15,MON,"NO EVENT",P7,900
2015-09-15,MON,"NO EVENT",P8,837
2015-09-15,MON,"NO EVENT",P9,584
2015-09-16,TUE,"NO EVENT",P1,15
2015-09-16,TUE,"NO EVENT",P2,105
2015-09-16,TUE,"NO EVENT",P3,29
2015-09-16,TUE,"NO EVENT",P4,38
2015-09-16,TUE,"NO EVENT",P5,33
2015-09-16,TUE,"NO EVENT",P6,22
2015-09-16,TUE,"NO EVENT",P7,695
2015-09-16,TUE,"NO EVENT",P8,876
2015-09-16,TUE,"NO EVENT",P9,485
2015-09-17,WED,"NO EVENT",P1,13
2015-09-17,WED,"NO EVENT",P2,182
2015-09-17,WED,"NO EVENT",P3,5
2015-09-17,WED,"NO EVENT",P4,32
2015-09-17,WED,"NO EVENT",P5,27
2015-09-17,WED,"NO EVENT",P6,20
2015-09-17,WED,"NO EVENT",P7,734
2015-09-17,WED,"NO EVENT",P8,221
2015-09-17,WED,"NO EVENT",P9,149
2015-09-18,THU,"NO EVENT",P1,12
2015-09-18,THU,"NO EVENT",P2,488
2015-09-18,THU,"NO EVENT",P3,6
2015-09-18,THU,"NO EVENT",P4,24
2015-09-18,THU,"NO EVENT",P5,23
2015-09-18,THU,"NO EVENT",P6,10
2015-09-18,THU,"NO EVENT",P7,647
2015-09-18,THU,"NO EVENT",P8,669
2015-09-18,THU,"NO EVENT",P9,404
2015-09-19,FRI,"NO EVENT",P1,17
2015-09-19,FRI,"NO EVENT",P2,540
2015-09-19,FRI,"NO EVENT",P3,3
2015-09-19,FRI,"NO EVENT",P4,6
2015-09-19,FRI,"NO EVENT",P5,102
2015-09-19,FRI,"NO EVENT",P6,2
2015-09-19,FRI,"NO EVENT",P7,700
2015-09-19,FRI,"NO EVENT",P8,339
2015-09-19,FRI,"NO EVENT",P9,220
2015-09-20,SAT,"NO EVENT",P1,2
2015-09-20,SAT,"NO EVENT",P2,449
2015-09-20,SAT,"NO EVENT",P3,4
2015-09-20,SAT,"NO EVENT",P4,17
2015-09-20,SAT,"NO EVENT",P5,110
2015-09-20,SAT,"NO EVENT",P7,780
2015-09-20,SAT,"NO EVENT",P8,763
2015-09-20,SAT,"NO EVENT",P9,541
2015-09-21,SUN,"NO EVENT",P1,7
2015-09-21,SUN,"NO EVENT",P2,97
2015-09-21,SUN,"NO EVENT",P3,6
2015-09-21,SUN,"NO EVENT",P4,42
2015-09-21,SUN,"NO EVENT",P5,17
2015-09-21,SUN,"NO EVENT",P6,4
2015-09-21,SUN,"NO EVENT",P7,104
2015-09-21,SUN,"NO EVENT",P8,130
2015-09-21,SUN,"NO EVENT",P9,94
2015-09-22,MON,"NO EVENT",P1,9
2015-09-22,MON,"NO EVENT",P2,61
2015-09-22,MON,"NO EVENT",P3,7
2015-09-22,MON,"NO EVENT",P4,489
2015-09-22,MON,"NO EVENT",P5,198
2015-09-22,MON,"NO EVENT",P6,10
2015-09-22,MON,"NO EVENT",P7,940
2015-09-22,MON,"NO EVENT",P8,236
2015-09-22,MON,"NO EVENT",P9,169
2015-09-23,TUE,"NO EVENT",P1,9
2015-09-23,TUE,"NO EVENT",P2,100
2015-09-23,TUE,"NO EVENT",P3,8
2015-09-23,TUE,"NO EVENT",P4,1510
2015-09-23,TUE,"NO EVENT",P5,445
2015-09-23,TUE,"NO EVENT",P6,382
2015-09-23,TUE,"NO EVENT",P7,2591
2015-09-23,TUE,"NO EVENT",P8,466
2015-09-23,TUE,"NO EVENT",P9,541
2015-09-24,WED,"NO EVENT",P1,19
2015-09-24,WED,"NO EVENT",P2,75
2015-09-24,WED,"NO EVENT",P3,14
2015-09-24,WED,"NO EVENT",P4,1253
2015-09-24,WED,"NO EVENT",P5,479
2015-09-24,WED,"NO EVENT",P6,256
2015-09-24,WED,"NO EVENT",P7,1958
2015-09-24,WED,"NO EVENT",P8,273
2015-09-24,WED,"NO EVENT",P9,415
2015-09-25,THU,"NO EVENT",P1,9
2015-09-25,THU,"NO EVENT",P2,67
2015-09-25,THU,"NO EVENT",P3,1
2015-09-25,THU,"NO EVENT",P4,47
2015-09-25,THU,"NO EVENT",P5,104
2015-09-25,THU,"NO EVENT",P6,14
2015-09-25,THU,"NO EVENT",P7,60
2015-09-25,THU,"NO EVENT",P8,163
2015-09-25,THU,"NO EVENT",P9,58
2015-09-26,FRI,"NO EVENT",P1,8
2015-09-26,FRI,"NO EVENT",P2,69
2015-09-26,FRI,"NO EVENT",P3,6
2015-09-26,FRI,"NO EVENT",P4,30
2015-09-26,FRI,"NO EVENT",P5,90
2015-09-26,FRI,"NO EVENT",P6,13
2015-09-26,FRI,"NO EVENT",P7,166
2015-09-26,FRI,"NO EVENT",P8,93
2015-09-26,FRI,"NO EVENT",P9,39
2015-09-27,SAT,"NO EVENT",P1,13
2015-09-27,SAT,"NO EVENT",P2,99
2015-09-27,SAT,"NO EVENT",P3,2
2015-09-27,SAT,"NO EVENT",P4,18
2015-09-27,SAT,"NO EVENT",P5,85
2015-09-27,SAT,"NO EVENT",P6,5
2015-09-27,SAT,"NO EVENT",P7,207
2015-09-27,SAT,"NO EVENT",P8,100
2015-09-27,SAT,"NO EVENT",P9,46
2015-09-28,SUN,"NO EVENT",P1,19
2015-09-28,SUN,"NO EVENT",P2,93
2015-09-28,SUN,"NO EVENT",P3,1
2015-09-28,SUN,"NO EVENT",P4,37
2015-09-28,SUN,"NO EVENT",P5,96
2015-09-28,SUN,"NO EVENT",P6,21
2015-09-28,SUN,"NO EVENT",P7,369
2015-09-28,SUN,"NO EVENT",P8,402
2015-09-28,SUN,"NO EVENT",P9,244
2015-09-29,MON,"NO EVENT",P1,15
2015-09-29,MON,"NO EVENT",P2,158
2015-09-29,MON,"NO EVENT",P3,4
2015-09-29,MON,"NO EVENT",P4,36
2015-09-29,MON,"NO EVENT",P5,137
2015-09-29,MON,"NO EVENT",P6,21
2015-09-29,MON,"NO EVENT",P7,729
2015-09-29,MON,"NO EVENT",P8,741
2015-09-29,MON,"NO EVENT",P9,515
2015-09-30,TUE,"NO EVENT",P1,29
2015-09-30,TUE,"NO EVENT",P2,361
2015-09-30,TUE,"NO EVENT",P3,1
2015-09-30,TUE,"NO EVENT",P4,47
2015-09-30,TUE,"NO EVENT",P5,342
2015-09-30,TUE,"NO EVENT",P6,36
2015-09-30,TUE,"NO EVENT",P7,963
2015-09-30,TUE,"NO EVENT",P8,651
2015-09-30,TUE,"NO EVENT",P9,513
2015-10-01,WED,"NO EVENT",P1,32
2015-10-01,WED,"NO EVENT",P2,1103
2015-10-01,WED,"NO EVENT",P3,3
2015-10-01,WED,"NO EVENT",P4,35
2015-10-01,WED,"NO EVENT",P5,679
2015-10-01,WED,"NO EVENT",P6,16
2015-10-01,WED,"NO EVENT",P7,1837
2015-10-01,WED,"NO EVENT",P8,138
2015-10-01,WED,"NO EVENT",P9,65
2015-10-02,THU,"NO EVENT",P1,9
2015-10-02,THU,"NO EVENT",P2,1055
2015-10-02,THU,"NO EVENT",P3,6
2015-10-02,THU,"NO EVENT",P4,18
2015-10-02,THU,"NO EVENT",P5,569
2015-10-02,THU,"NO EVENT",P6,22
2015-10-02,THU,"NO EVENT",P7,1469
2015-10-02,THU,"NO EVENT",P8,114
2015-10-02,THU,"NO EVENT",P9,39
2015-10-03,FRI,"NO EVENT",P1,18
2015-10-03,FRI,"NO EVENT",P2,63
2015-10-03,FRI,"NO EVENT",P3,6
2015-10-03,FRI,"NO EVENT",P4,39
2015-10-03,FRI,"NO EVENT",P5,446
2015-10-03,FRI,"NO EVENT",P6,12
2015-10-03,FRI,"NO EVENT",P7,107
2015-10-03,FRI,"NO EVENT",P8,220
2015-10-03,FRI,"NO EVENT",P9,170
2015-10-04,SAT,"NO EVENT",P1,23
2015-10-04,SAT,"NO EVENT",P2,13
2015-10-04,SAT,"NO EVENT",P3,5
2015-10-04,SAT,"NO EVENT",P4,22
2015-10-04,SAT,"NO EVENT",P5,349
2015-10-04,SAT,"NO EVENT",P6,14
2015-10-04,SAT,"NO EVENT",P7,54
2015-10-04,SAT,"NO EVENT",P8,119
2015-10-04,SAT,"NO EVENT",P9,84
2015-10-05,SUN,"NO EVENT",P1,26
2015-10-05,SUN,"NO EVENT",P2,16
2015-10-05,SUN,"NO EVENT",P3,7
2015-10-05,SUN,"NO EVENT",P4,112
2015-10-05,SUN,"NO EVENT",P5,403
2015-10-05,SUN,"NO EVENT",P6,23
2015-10-05,SUN,"NO EVENT",P7,68
2015-10-05,SUN,"NO EVENT",P8,367
2015-10-05,SUN,"NO EVENT",P9,139
2015-10-06,MON,"NO EVENT",P1,25
2015-10-06,MON,"NO EVENT",P2,8
2015-10-06,MON,"NO EVENT",P3,6
2015-10-06,MON,"NO EVENT",P4,65
2015-10-06,MON,"NO EVENT",P5,103
2015-10-06,MON,"NO EVENT",P6,13
2015-10-06,MON,"NO EVENT",P7,100
2015-10-06,MON,"NO EVENT",P8,189
2015-10-06,MON,"NO EVENT",P9,50
2015-10-07,TUE,"NO EVENT",P1,25
2015-10-07,TUE,"NO EVENT",P2,22
2015-10-07,TUE,"NO EVENT",P3,5
2015-10-07,TUE,"NO EVENT",P4,37
2015-10-07,TUE,"NO EVENT",P5,214
2015-10-07,TUE,"NO EVENT",P6,14
2015-10-07,TUE,"NO EVENT",P7,184
2015-10-07,TUE,"NO EVENT",P8,393
2015-10-07,TUE,"NO EVENT",P9,259
2015-10-08,WED,"NO EVENT",P1,22
2015-10-08,WED,"NO EVENT",P2,27
2015-10-08,WED,"NO EVENT",P3,2
2015-10-08,WED,"NO EVENT",P4,47
2015-10-08,WED,"NO EVENT",P5,437
2015-10-08,WED,"NO EVENT",P6,15
2015-10-08,WED,"NO EVENT",P7,173
2015-10-08,WED,"NO EVENT",P8,755
2015-10-08,WED,"NO EVENT",P9,370
2015-10-09,THU,"NO EVENT",P1,11
2015-10-09,THU,"NO EVENT",P2,59
2015-10-09,THU,"NO EVENT",P4,33
2015-10-09,THU,"NO EVENT",P5,264
2015-10-09,THU,"NO EVENT",P6,14
2015-10-09,THU,"NO EVENT",P7,186
2015-10-09,THU,"NO EVENT",P8,505
2015-10-09,THU,"NO EVENT",P9,175
2015-10-10,FRI,"NO EVENT",P1,9
2015-10-10,FRI,"NO EVENT",P2,41
2015-10-10,FRI,"NO EVENT",P3,4
2015-10-10,FRI,"NO EVENT",P4,52
2015-10-10,FRI,"NO EVENT",P5,100
2015-10-10,FRI,"NO EVENT",P6,8
2015-10-10,FRI,"NO EVENT",P7,117
2015-10-10,FRI,"NO EVENT",P8,252
2015-10-10,FRI,"NO EVENT",P9,129
2015-10-11,SAT,"NO EVENT",P1,7
2015-10-11,SAT,"NO EVENT",P2,25
2015-10-11,SAT,"NO EVENT",P3,7
2015-10-11,SAT,"NO EVENT",P4,42
2015-10-11,SAT,"NO EVENT",P5,57
2015-10-11,SAT,"NO EVENT",P6,11
2015-10-11,SAT,"NO EVENT",P7,18
2015-10-11,SAT,"NO EVENT",P8,179
2015-10-11,SAT,"NO EVENT",P9,87
2015-10-13,MON,"NO EVENT",P1,5
2015-10-13,MON,"NO EVENT",P2,49
2015-10-13,MON,"NO EVENT",P3,4
2015-10-13,MON,"NO EVENT",P4,62
2015-10-13,MON,"NO EVENT",P5,171
2015-10-13,MON,"NO EVENT",P6,20
2015-10-13,MON,"NO EVENT",P7,643
2015-10-13,MON,"NO EVENT",P8,560
2015-10-13,MON,"NO EVENT",P9,328
2015-10-14,TUE,"NO EVENT",P1,8
2015-10-14,TUE,"NO EVENT",P2,38
2015-10-14,TUE,"NO EVENT",P3,1
2015-10-14,TUE,"NO EVENT",P4,43
2015-10-14,TUE,"NO EVENT",P5,353
2015-10-14,TUE,"NO EVENT",P6,5
2015-10-14,TUE,"NO EVENT",P7,1729
2015-10-14,TUE,"NO EVENT",P8,915
2015-10-14,TUE,"NO EVENT",P9,590
